bundle_index,port,frame_index,frame_time
373,0,499,522.7371163
373,2,499,522.73774755
373,1,499,522.7417722499999
374,0,500,522.9126051
374,2,500,522.91367485
374,1,500,522.9158868
375,0,501,523.0875734
375,2,501,523.086616
375,1,501,523.0906689
376,0,502,523.2591592
376,2,502,523.25827435
376,1,502,523.2602349
377,0,503,523.4315149500001
377,2,503,523.43041835
377,1,503,523.4344992
378,0,504,523.6050955999999
378,2,504,523.6063097
378,1,504,523.60715645
379,0,505,523.7786317499999
379,2,505,523.777523
379,1,505,523.78056475
380,0,506,523.95398905
380,2,506,523.9545262500001
380,1,506,523.9526458
381,0,507,524.1263779
381,2,507,524.1254664
381,1,507,524.1275189999999
382,0,508,524.2983247
382,2,508,524.2973635000001
382,1,508,524.2964727
383,0,509,524.4713314
383,2,509,524.47231455
383,1,509,524.4753289
384,0,510,524.6454603499999
384,2,510,524.6453775
384,1,510,524.6473689
385,0,511,524.821058
385,2,511,524.82014585
385,1,511,524.81932325
386,0,512,524.9901335
386,2,512,524.99122545
386,1,512,524.99320855
387,0,513,525.16521185
387,2,513,525.1642802
387,1,513,525.1674194
388,0,514,525.3377568
388,2,514,525.33931145
388,1,514,525.3403746
389,0,515,525.5131180000001
389,2,515,525.51413255
389,1,515,525.5166185
390,0,516,525.6865683999999
390,2,516,525.6855906000001
390,1,516,525.6881750499999
391,0,517,525.86254165
391,2,517,525.86058525
391,1,517,525.86162215
392,0,518,526.0346140500001
392,2,518,526.03526475
392,1,518,526.0342325
393,0,519,526.2026112
393,2,519,526.2051712
393,1,519,526.20435595
394,0,520,526.3763159
394,2,520,526.3810315999999
394,1,520,526.3799869
395,0,521,526.5490736500001
395,2,521,526.54814235
395,1,521,526.5502377
396,0,522,526.7176144
396,2,522,526.71866605
396,1,522,526.7197686
397,0,523,526.88682625
397,2,523,526.88567575
397,1,523,526.8887871
398,0,524,527.06329755
398,2,524,527.0655008
398,1,524,527.06541855
399,0,525,527.2331378
399,2,525,527.23424155
399,1,525,527.2352633999999
