,pair,port_A,port_B,time,bundle,id,x_pos,y_pos,z_pos,x_A_raw,y_A_raw,x_B_raw,y_B_raw,x_A_undistorted,y_A_undistorted,x_B_undistorted,y_B_undistorted
16,"(0, 1)",0,1,462.358655675,24,5,0.14481194625389057,0.14841867824512642,0.8489505922131928,608.4441528320312,394.9210205078125,897.8220825195312,510.16796875,607.1517121177941,393.19812228792205,896.8636542285599,508.55974362164466
17,"(0, 2)",0,2,462.3573037,24,0,0.20801878012223465,0.24098525194586648,0.8945628285375355,642.8162841796875,447.3276062011719,764.995849609375,318.1304016113281,639.5116881966638,442.6263629921419,759.3604729704202,316.5376216935062
18,"(0, 2)",0,2,462.3573037,24,1,0.20383118442657241,0.19228890827275522,0.8729748396312353,642.8504638671875,421.05230712890625,772.4443359375,292.9781799316406,640.0691686257056,417.72023079672636,766.6104771144876,291.98908982468197
19,"(0, 2)",0,2,462.3573037,24,2,0.1985190866452805,0.14485409862295343,0.8501000450086943,642.386962890625,394.43389892578125,780.447998046875,267.59075927734375,640.1057498365699,392.2014840653505,774.3032861731102,267.2055253157661
20,"(0, 2)",0,2,462.3573037,24,5,0.1445838929063215,0.14796477133343242,0.8571287797062874,608.4441528320312,394.9210205078125,753.45361328125,268.72222900390625,607.1517121177941,393.19812228792205,748.7281078412756,268.39714528310793
21,"(0, 2)",0,2,462.3573037,24,8,0.0953139834754885,0.15102870029959484,0.8632204098490676,578.1323852539062,395.2763671875,728.5894775390625,270.24200439453125,577.4420921876243,393.8880378761585,725.0503152683773,269.9594221041478
22,"(0, 2)",0,2,462.3573037,24,9,0.0507994373958819,0.24880614330416526,0.9102194038546861,550.4312133789062,448.3260192871094,689.8192749023438,321.5724182128906,549.8473882421866,444.8663873331193,687.5311718489517,320.6159105370501
23,"(0, 2)",0,2,462.3573037,24,10,0.04637493257221518,0.2026069803497816,0.8892689542548604,548.3392944335938,423.480712890625,695.5376586914062,297.62030029296875,547.9265715850375,421.2644161650928,693.2262982607745,297.024911487228
24,"(0, 2)",0,2,462.3573037,24,11,0.0390190334345742,0.15441902995084486,0.8644857131038725,544.4998779296875,396.8083801269531,701.6947631835938,271.6233215332031,544.2563718354968,395.59401570874354,699.2679008928407,271.3911396504292
25,"(1, 2)",1,2,462.359193625,24,2,0.20419320742911437,0.14175543482173403,0.8545296291871975,962.7789916992188,503.3013610839844,780.447998046875,267.59075927734375,962.9602153198706,501.81590468732657,774.3032861731102,267.2055253157661
26,"(1, 2)",1,2,462.359193625,24,5,0.1504480423455798,0.14479121485001487,0.8617004048381693,897.8220825195312,510.16796875,753.45361328125,268.72222900390625,896.8636542285599,508.55974362164466,748.7281078412756,268.39714528310793
27,"(0, 1)",0,1,462.53204005,25,2,0.19845017221222577,0.13046912668329197,0.8323701305243999,644.3768310546875,386.23016357421875,964.6026611328125,481.8455505371094,642.1630797299538,384.24340374878386,964.7338313695727,480.3862592677136
28,"(0, 1)",0,1,462.53204005,25,5,0.14631633407831587,0.13271473556720673,0.8392440805851079,611.3372192382812,386.7074279785156,900.1309814453125,487.68902587890625,610.0829377240203,385.20241700251825,899.2421693627555,486.21301113543586
29,"(0, 1)",0,1,462.53204005,25,8,0.094810811972554,0.13464418985703452,0.8476352998907833,579.96484375,387.2658996582031,834.4823608398438,493.4124450683594,579.3170526652132,386.09593341812973,833.6947838582407,492.185455104664
30,"(0, 1)",0,1,462.53204005,25,11,0.0417510206422243,0.13796719260925275,0.8504481588915828,548.1448364257812,389.0829772949219,769.4178466796875,498.5289001464844,547.8917461587102,388.07658916223414,768.922407097001,497.5958945488585
31,"(0, 2)",0,2,462.530939775,25,2,0.20223230030402412,0.1315868496293224,0.8515734605223889,644.3768310546875,386.23016357421875,781.5274658203125,260.24652099609375,642.1630797299538,384.24340374878386,775.3452988738353,260.04261961195516
32,"(0, 2)",0,2,462.530939775,25,4,0.15332191083697555,0.18185571886982063,0.8746329515104173,612.3209228515625,414.37518310546875,749.6552734375,286.5818786621094,610.6528997886644,411.87267176103086,745.0460845713301,285.88163348953185
33,"(0, 2)",0,2,462.530939775,25,5,0.14901327644150122,0.13294748860111774,0.8565352507859314,611.3372192382812,386.7074279785156,755.618896484375,259.6882629394531,610.0829377240203,385.20241700251825,750.8057308952984,259.55404941108213
34,"(0, 2)",0,2,462.530939775,25,6,0.10613969088045698,0.23164750520899602,0.8993153560656635,582.824951171875,440.6604309082031,718.6652221679688,312.34674072265625,581.5676665577973,437.3291080228331,715.3262073610548,311.31429350528157
35,"(0, 2)",0,2,462.530939775,25,7,0.10043126324946555,0.18374708668031955,0.8800323158593226,580.3924560546875,413.93682861328125,723.889892578125,287.5179443359375,579.4813384097363,411.86613778292127,720.4916723673409,286.9352321106295
36,"(0, 2)",0,2,462.530939775,25,8,0.0975797176417218,0.1355563524904668,0.8590555108033252,579.96484375,387.2658996582031,731.19921875,260.7599182128906,579.3170526652132,386.09593341812973,727.5624053561492,260.64573196213433
37,"(0, 2)",0,2,462.530939775,25,9,0.05393657863227773,0.23383626763945403,0.9064100474276293,552.44482421875,440.5924377441406,692.5115966796875,313.1954650878906,551.86382286667,437.5373704090456,690.1994545025138,312.36502264945955
38,"(0, 2)",0,2,462.530939775,25,10,0.04907076688544522,0.1871267729986792,0.8848643107814768,550.20654296875,415.54022216796875,698.2969970703125,288.5465087890625,549.8039401354696,413.6438959272923,695.9340089983446,288.07602549964474
39,"(0, 2)",0,2,462.530939775,25,11,0.04467880238478289,0.1397547379915239,0.864207991667677,548.1448364257812,389.0829772949219,704.3516845703125,262.3919372558594,547.8917461587102,388.07658916223414,701.8417603871424,262.28943596264054
40,"(1, 2)",1,2,462.531548725,25,2,0.20790417307169995,0.12470531928890106,0.852267989396285,964.6026611328125,481.8455505371094,781.5274658203125,260.24652099609375,964.7338313695727,480.3862592677136,775.3452988738353,260.04261961195516
41,"(1, 2)",1,2,462.531548725,25,5,0.15491453222367937,0.12643009526782975,0.8596847856217779,900.1309814453125,487.68902587890625,755.618896484375,259.6882629394531,899.2421693627555,486.21301113543586,750.8057308952984,259.55404941108213
42,"(1, 2)",1,2,462.531548725,25,8,0.09810442292664354,0.13147071414768538,0.8578673908853052,834.4823608398438,493.4124450683594,731.19921875,260.7599182128906,833.6947838582407,492.185455104664,727.5624053561492,260.64573196213433
43,"(1, 2)",1,2,462.531548725,25,11,0.04411634246355175,0.13499243600869723,0.860535816457896,769.4178466796875,498.5289001464844,704.3516845703125,262.3919372558594,768.922407097001,497.5958945488585,701.8417603871424,262.28943596264054
44,"(0, 1)",0,1,462.706252875,26,2,0.20363626299294899,0.11757969896124386,0.8369161825735011,646.5443725585938,377.51971435546875,965.1734619140625,468.9385986328125,644.3944533447117,375.7684662035596,965.2802372932489,467.4984879799953
45,"(0, 1)",0,1,462.706252875,26,5,0.15110556492983415,0.11895495556991978,0.8479162811807982,612.4921875,376.9075012207031,898.9285278320312,475.48162841796875,611.3341212230849,375.65945938753754,898.0780850467333,474.0809600598002
46,"(0, 1)",0,1,462.706252875,26,8,0.09976662225277558,0.1193109968682697,0.859229238355458,581.485595703125,376.4413146972656,832.8716430664062,480.5152893066406,580.9087304722684,375.53305054249165,832.1606845290089,479.38758108041634
47,"(0, 2)",0,2,462.7046717,26,2,0.20572940824948652,0.11812135965751219,0.8496181029656765,646.5443725585938,377.51971435546875,784.2152099609375,253.4000701904297,644.3944533447117,375.7684662035596,777.9006916095585,253.3627096074225
48,"(0, 2)",0,2,462.7046717,26,3,0.160671918122111,0.21334066464289458,0.8995385543651007,614.5650634765625,431.09893798828125,742.4517822265625,301.868896484375,612.5696184125466,427.8004821449054,738.1014070436529,300.87323228150524
49,"(0, 2)",0,2,462.7046717,26,4,0.15502490676989708,0.1688384290859269,0.8768134944380741,612.7588500976562,405.33349609375,749.8800048828125,280.255126953125,611.2125899269284,403.1826420144568,745.2907456127072,279.6928902394429
50,"(0, 2)",0,2,462.7046717,26,5,0.1515740904823296,0.11822670920408619,0.8574562640767499,612.4921875,376.9075012207031,756.738037109375,252.21624755859375,611.3341212230849,375.65945938753754,751.878317749442,252.24298743358978
51,"(0, 2)",0,2,462.7046717,26,7,0.10210491902094938,0.16822156768521684,0.883036017551661,580.9219970703125,403.6151123046875,723.8092041015625,279.53680419921875,580.1046661527189,401.92455900947135,720.4511138089965,279.10137711486976
52,"(0, 2)",0,2,462.7046717,26,8,0.10083304049250513,0.11953480876050296,0.8605266426747341,581.485595703125,376.4413146972656,732.5431518554688,252.6934356689453,580.9087304722684,375.53305054249165,728.8530140847606,252.7267719742503
53,"(0, 2)",0,2,462.7046717,26,10,0.048960255385328263,0.17033349064735515,0.8857546751550167,549.8742065429688,404.5933532714844,698.289306640625,279.94073486328125,549.5307549693799,403.1030579342152,695.96342627368,279.59823474495147
54,"(0, 2)",0,2,462.7046717,26,11,0.046877305116984735,0.1217664922458128,0.8681846727561752,549.107666015625,377.1669921875,704.29296875,252.9319610595703,548.8938107450842,376.448859510753,701.7917046232863,252.9677761949565
55,"(1, 2)",1,2,462.706539275,26,2,0.21015828535325076,0.11358877295062324,0.8503932077803017,965.1734619140625,468.9385986328125,784.2152099609375,253.4000701904297,965.2802372932489,467.4984879799953,777.9006916095585,253.3627096074225
56,"(1, 2)",1,2,462.706539275,26,5,0.15737216723496691,0.11437900347646562,0.8620484786528197,898.9285278320312,475.48162841796875,756.738037109375,252.21624755859375,898.0780850467333,474.0809600598002,751.878317749442,252.24298743358978
57,"(1, 2)",1,2,462.706539275,26,8,0.09967446834484288,0.11912838363159749,0.8594585794052002,832.8716430664062,480.5152893066406,732.5431518554688,252.6934356689453,832.1606845290089,479.38758108041634,728.8530140847606,252.7267719742503
58,"(0, 1)",0,1,462.8786437,27,2,0.2026551094504805,0.10986661233286912,0.8394255386050247,645.7173461914062,372.5688171386719,960.802001953125,461.2316589355469,643.6717470337356,370.97258842735874,960.7608149492468,459.79730979951376
59,"(0, 1)",0,1,462.8786437,27,5,0.14869446135507283,0.11196449734763542,0.8450077152211852,612.5794067382812,373.5238037109375,895.3348388671875,466.08392333984375,611.4601977910663,372.36001127686995,894.5154722279201,464.7499748477945
60,"(0, 1)",0,1,462.8786437,27,8,0.09745133317721724,0.11158464208749257,0.8556416145114769,580.5733642578125,372.151123046875,829.904541015625,470.1785583496094,580.0446917759248,371.3463655498606,829.2633904765826,469.1332267718875
61,"(0, 2)",0,2,462.877633325,27,2,0.20379204950712468,0.1093339592086495,0.8471716266767674,645.7173461914062,372.5688171386719,784.4780883789062,248.25022888183594,643.6717470337356,370.97258842735874,778.1565812551368,248.34241965542554
62,"(0, 2)",0,2,462.877633325,27,3,0.159490372540384,0.20621039895245039,0.8963966796126369,614.1577758789062,427.3153076171875,743.2046508789062,298.16119384765625,612.2357140555615,424.2067910410138,738.8437773796012,297.24332314827654
63,"(0, 2)",0,2,462.877633325,27,4,0.15229564740228643,0.15977723019695642,0.8728328786944101,611.7091064453125,401.1286926269531,750.1474609375,274.6405334472656,610.25052096807,399.14744645537814,745.5680043537615,274.1987948499405
64,"(0, 2)",0,2,462.877633325,27,5,0.15122681656894324,0.11102179329411763,0.8567350700829989,612.5794067382812,373.5238037109375,756.7242431640625,247.39627075195312,611.4601977910663,372.36001127686995,751.86802764194,247.52790197667414
65,"(0, 2)",0,2,462.877633325,27,6,0.10592540231460047,0.2064358579237577,0.8996673649857084,582.5267333984375,425.57061767578125,718.6220703125,298.7906799316406,581.4471155165364,422.981757195462,715.386850672928,298.02695776661807
66,"(0, 2)",0,2,462.877633325,27,7,0.10103999550511013,0.16021770760287074,0.8806889816060266,580.5428466796875,399.5568542480469,724.1739501953125,274.7647399902344,579.7718162473335,398.0082374718878,720.8174529569637,274.4139527850587
67,"(0, 2)",0,2,462.877633325,27,8,0.09901980732640368,0.11134853192630162,0.8600629969567635,580.5733642578125,372.151123046875,731.8255615234375,247.5138397216797,580.0446917759248,371.3463655498606,728.1686009270975,247.64288829192563
68,"(0, 2)",0,2,462.877633325,27,9,0.05155821605177073,0.20752282164577854,0.9088868880603996,550.865234375,424.3954772949219,690.84375,299.12451171875,550.4054754037865,422.1259441899942,688.6906571182801,298.5348257097417
69,"(0, 2)",0,2,462.877633325,27,10,0.04728184550353543,0.16213088124928265,0.8870232305415312,548.937744140625,399.9253234863281,697.035400390625,275.06353759765625,548.6282436331937,398.59452082910195,694.7717312503671,274.79512610493543
70,"(0, 2)",0,2,462.877633325,27,11,0.04425628895587604,0.11282921238546544,0.8666134020992271,547.6692504882812,372.18927001953125,703.677978515625,247.58358764648438,547.4865039232899,371.58091410873516,701.1983040171967,247.6971265083227
71,"(1, 2)",1,2,462.878181875,27,2,0.2080459598096512,0.1062368539835757,0.8501874155066117,960.802001953125,461.2316589355469,784.4780883789062,248.25022888183594,960.7608149492468,459.79730979951376,778.1565812551368,248.34241965542554
72,"(1, 2)",1,2,462.878181875,27,5,0.15553388396807194,0.10623365676780548,0.8610383357265733,895.3348388671875,466.08392333984375,756.7242431640625,247.39627075195312,894.5154722279201,464.7499748477945,751.86802764194,247.52790197667414
73,"(1, 2)",1,2,462.878181875,27,8,0.09916963847057114,0.1096084112103605,0.8607405023784744,829.904541015625,470.1785583496094,731.8255615234375,247.5138397216797,829.2633904765826,469.1332267718875,728.1686009270975,247.64288829192563
74,"(0, 1)",0,1,463.0503983,28,2,0.19926674074603135,0.08780778532857757,0.8320280059214713,644.3876953125,359.1448059082031,955.2765502929688,433.18255615234375,642.576183391479,357.90916393505745,955.107260908315,431.8165918161294
75,"(0, 1)",0,1,463.0503983,28,4,0.15035805307857852,0.13817768047533746,0.8606270361905507,610.384033203125,387.3328857421875,896.75048828125,502.8018493652344,609.1443601057553,385.82182720816456,895.8062626107674,501.2427440861163
76,"(0, 1)",0,1,463.0503983,28,5,0.14589857597615077,0.08912364246993272,0.8393515727921605,610.639404296875,359.33819580078125,889.6934814453125,437.8852233886719,609.7204780485923,358.50699214917046,889.0004224395457,436.7215679692063
77,"(0, 1)",0,1,463.0503983,28,7,0.09963642145556781,0.13813541422631112,0.8725950928685106,579.1932373046875,385.8728942871094,831.6973876953125,507.65582275390625,578.569568248037,384.74791859239195,830.8474806920217,506.33351918749514
78,"(0, 1)",0,1,463.0503983,28,8,0.0957501494786167,0.08845013190548062,0.8535605287922036,578.9249877929688,357.7760925292969,824.4141845703125,443.3570251464844,578.5244482302544,357.25222764699026,823.9406546479141,442.48800119187024
79,"(0, 1)",0,1,463.0503983,28,11,0.04166413628414146,0.09093234491860433,0.8572161524704005,545.64697265625,358.4676513671875,759.8829956054688,447.8139343261719,545.5235801459335,358.1015859281199,759.6558876301654,447.2202064321127
80,"(0, 2)",0,2,463.04989172499995,28,2,0.1999375110640655,0.08733064447247192,0.8381131625968335,644.3876953125,359.1448059082031,787.2027587890625,236.1157989501953,642.576183391479,357.90916393505745,780.7385900236566,236.51423714116183
81,"(0, 2)",0,2,463.04989172499995,28,3,0.15479809544048315,0.18208419312174134,0.8888568736685925,611.6640625,412.593505859375,744.65380859375,286.5325927734375,610.0407320665483,410.1744089807384,740.2924792053482,285.86029648893964
82,"(0, 2)",0,2,463.04989172499995,28,4,0.14906432434996314,0.13645798802949796,0.8640129585819406,610.384033203125,387.3328857421875,752.698974609375,262.3349609375,609.1443601057553,385.82182720816456,748.0279234163829,262.1495362186357
83,"(0, 2)",0,2,463.04989172499995,28,5,0.1469183501795485,0.08825737934935285,0.8466244896130741,610.639404296875,359.33819580078125,759.592041015625,235.20933532714844,609.7204780485923,358.50699214917046,754.584665014718,235.6101641778697
84,"(0, 2)",0,2,463.04989172499995,28,6,0.10287398885157968,0.1842306789769615,0.8946938286833994,580.7855834960938,412.2629699707031,719.48779296875,287.6077575683594,579.88387815921,410.25406739005746,716.2808195740761,287.0461400212477
85,"(0, 2)",0,2,463.04989172499995,28,7,0.09828670747496818,0.13700140359139193,0.8730176351855027,579.1932373046875,385.8728942871094,726.2515869140625,262.4479675292969,578.569568248037,384.74791859239195,722.8343890718946,262.31127718420845
86,"(0, 2)",0,2,463.04989172499995,28,8,0.09614459563441394,0.08862973041954177,0.8536471259393049,578.9249877929688,357.7760925292969,733.615234375,235.43467712402344,578.5244482302544,357.25222764699026,729.8640949166818,235.79084409552848
87,"(0, 2)",0,2,463.04989172499995,28,11,0.040849276855123115,0.09054498638344309,0.8568066652361714,545.64697265625,358.4676513671875,706.2813720703125,235.4856719970703,545.5235801459335,358.1015859281199,703.6837928096918,235.78341606069318
88,"(1, 2)",1,2,463.050688325,28,2,0.20342783667476494,0.08486739647507627,0.8403060327560068,955.2765502929688,433.18255615234375,787.2027587890625,236.1157989501953,955.107260908315,431.8165918161294,780.7385900236566,236.51423714116183
89,"(1, 2)",1,2,463.050688325,28,4,0.15546177610660622,0.13470211626441161,0.8713708016090409,896.75048828125,502.8018493652344,752.698974609375,262.3349609375,895.8062626107674,501.2427440861163,748.0279234163829,262.1495362186357
90,"(1, 2)",1,2,463.050688325,28,5,0.15047483804835593,0.08516041380004234,0.8498720480555048,889.6934814453125,437.8852233886719,759.592041015625,235.20933532714844,889.0004224395457,436.7215679692063,754.584665014718,235.6101641778697
91,"(1, 2)",1,2,463.050688325,28,7,0.10185053370568956,0.13653270101158468,0.8776129478396069,831.6973876953125,507.65582275390625,726.2515869140625,262.4479675292969,830.8474806920217,506.33351918749514,722.8343890718946,262.31127718420845
92,"(1, 2)",1,2,463.050688325,28,8,0.09540268577103925,0.08869014257016229,0.8528466586823568,824.4141845703125,443.3570251464844,733.615234375,235.43467712402344,823.9406546479141,442.48800119187024,729.8640949166818,235.79084409552848
93,"(1, 2)",1,2,463.050688325,28,11,0.04224479956343969,0.09050116687777184,0.8585177180137538,759.8829956054688,447.8139343261719,706.2813720703125,235.4856719970703,759.6558876301654,447.2202064321127,703.6837928096918,235.78341606069318
94,"(0, 1)",0,1,463.226395075,29,1,0.19726468187516433,0.1146860305723495,0.8406467951511305,642.1336669921875,375.39599609375,955.2091064453125,467.2726135253906,640.1661594769636,373.7752440231618,955.0256525323068,465.81827695069006
95,"(0, 1)",0,1,463.226395075,29,2,0.19160355498512072,0.06724862595816271,0.8181294122135843,643.3248291015625,347.90606689453125,947.6375122070312,403.53448486328125,641.687756668387,346.9241034480997,947.408908171486,402.26329999509693
96,"(0, 1)",0,1,463.226395075,29,4,0.14365329204851485,0.11668888727465164,0.8467865412040357,609.221923828125,376.211669921875,889.6712036132812,472.2589111328125,608.1460721125217,375.0215022827143,888.823652911125,470.91226375943415
97,"(0, 1)",0,1,463.226395075,29,5,0.1391043350892807,0.06871431415765973,0.8259759212521737,608.5675048828125,347.7852783203125,882.7731323242188,408.77001953125,607.8013040609322,347.1741815964196,882.2338279749856,407.7607586063854
98,"(0, 1)",0,1,463.226395075,29,7,0.09259038898928278,0.11728819552495488,0.8574881025056846,577.2652587890625,375.3027648925781,824.634765625,477.4992370605469,576.7563444208847,374.4555088789994,823.9807337462912,476.434357426548
99,"(0, 1)",0,1,463.226395075,29,8,0.08887619392815631,0.06857366339920049,0.83813497387159,577.431884765625,347.37884521484375,817.7559814453125,413.9881286621094,577.1144443296037,347.01191609548175,817.4587998841786,413.2710219987344
100,"(0, 1)",0,1,463.226395075,29,10,0.0398486997967686,0.11957025659171797,0.8630623718702892,545.8206787109375,376.1908874511719,759.9932861328125,482.4529724121094,545.6388662003874,375.50648116909076,759.6135396817588,481.67372850800746
101,"(0, 1)",0,1,463.226395075,29,11,0.03558200978138444,0.07139553159691703,0.8422068484679586,544.3240356445312,348.4990539550781,753.650390625,418.9194030761719,544.2349755428149,348.26377717544443,753.5550722945693,418.4538840186054
102,"(0, 2)",0,2,463.22536755,29,0,0.20260950325760915,0.16175407876160403,0.8742981543517737,641.904296875,403.3651428222656,771.3321533203125,275.6409912109375,639.4849347069098,400.8079042057841,765.6501529054636,275.0910554428919
103,"(0, 2)",0,2,463.22536755,29,1,0.19836762266664867,0.11295182406255,0.8506845929794192,642.1336669921875,375.39599609375,780.2711791992188,249.41200256347656,640.1661594769636,373.7752440231618,774.1769422103116,249.48002345866453
104,"(0, 2)",0,2,463.22536755,29,2,0.1959104631649713,0.06653165845123037,0.8297953655831106,643.3248291015625,347.90606689453125,789.152099609375,222.99143981933594,641.687756668387,346.9241034480997,782.571178493291,223.72867164778643
105,"(0, 2)",0,2,463.22536755,29,3,0.15243231308845664,0.16182183945115208,0.8838042589937711,611.0997314453125,402.7281494140625,745.34619140625,274.28546142578125,609.634316122157,400.6979827523892,741.005507120977,273.86914779141154
106,"(0, 2)",0,2,463.22536755,29,4,0.14569188583534035,0.11527998696680229,0.8575482423553691,609.221923828125,376.211669921875,753.7919921875,249.49554443359375,608.1460721125217,375.0215022827143,749.0828012764105,249.58300777295062
107,"(0, 2)",0,2,463.22536755,29,5,0.14167979308694933,0.0667566242924979,0.8380875025127972,608.5675048828125,347.7852783203125,760.8660888671875,221.58737182617188,607.8013040609322,347.1741815964196,755.7670613972177,222.2972611670142
108,"(0, 2)",0,2,463.22536755,29,6,0.10121080119025083,0.16355638759998167,0.89260881820178,580.1195068359375,401.2318115234375,719.4442138671875,275.61077880859375,579.3398160956243,399.6312650160729,716.290092730153,275.2612973365261
109,"(0, 2)",0,2,463.22536755,29,7,0.09374510404906239,0.11606396908082565,0.8660746479340139,577.2652587890625,375.3027648925781,726.7453002929688,249.44834899902344,576.7563444208847,374.4555088789994,723.3164860917991,249.54149397764834
110,"(0, 2)",0,2,463.22536755,29,8,0.09222150553252517,0.06850313700215412,0.8455267315178724,577.431884765625,347.37884521484375,735.016845703125,222.3675994873047,577.1144443296037,347.01191609548175,731.1672086326159,222.97912841933646
111,"(0, 2)",0,2,463.22536755,29,9,0.04668996092742461,0.1637635272201254,0.8974366374362188,548.6426391601562,401.1285400390625,692.685791015625,274.6510925292969,548.3313650540183,399.76014640384653,690.5788640321213,274.4012254681002
112,"(0, 2)",0,2,463.22536755,29,10,0.04095698160056376,0.11865916174713839,0.8744219895234857,545.8206787109375,376.1908874511719,698.864013671875,249.92385864257812,545.6388662003874,375.50648116909076,696.5652641641304,250.0012834451898
113,"(0, 2)",0,2,463.22536755,29,11,0.03756717802657428,0.07056793989794595,0.8509551906045612,544.3240356445312,348.4990539550781,706.779296875,222.11195373535156,544.2349755428149,348.26377717544443,704.1203125149401,222.62095708212763
114,"(1, 2)",1,2,463.227141725,29,1,0.20619195978692303,0.10849552930445844,0.8582453870258843,955.2091064453125,467.2726135253906,780.2711791992188,249.41200256347656,955.0256525323068,465.81827695069006,774.1769422103116,249.48002345866453
115,"(1, 2)",1,2,463.227141725,29,2,0.19744534070531783,0.06199616801589796,0.8307045645129219,947.6375122070312,403.53448486328125,789.152099609375,222.99143981933594,947.408908171486,402.26329999509693,782.571178493291,223.72867164778643
116,"(1, 2)",1,2,463.227141725,29,4,0.15084061020742612,0.11066639975649636,0.8635365721982785,889.6712036132812,472.2589111328125,753.7919921875,249.49554443359375,888.823652911125,470.91226375943415,749.0828012764105,249.58300777295062
117,"(1, 2)",1,2,463.227141725,29,5,0.1466592245414197,0.061276606714220784,0.8435874685012297,882.7731323242188,408.77001953125,760.8660888671875,221.58737182617188,882.2338279749856,407.7607586063854,755.7670613972177,222.2972611670142
118,"(1, 2)",1,2,463.227141725,29,7,0.09765078233027912,0.11236020704352427,0.8712376807490405,824.634765625,477.4992370605469,726.7453002929688,249.44834899902344,823.9807337462912,476.434357426548,723.3164860917991,249.54149397764834
119,"(1, 2)",1,2,463.227141725,29,8,0.09052091873049332,0.06591025057549998,0.8439959828349644,817.7559814453125,413.9881286621094,735.016845703125,222.3675994873047,817.4587998841786,413.2710219987344,731.1672086326159,222.97912841933646
120,"(1, 2)",1,2,463.227141725,29,10,0.04461530036727381,0.11401652244380715,0.8790489053846121,759.9932861328125,482.4529724121094,698.864013671875,249.92385864257812,759.6135396817588,481.67372850800746,696.5652641641304,250.0012834451898
